"Title","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"Dibuka! Simak Cara Cek Kuota Magang Nasional 2025 Batch 3",2626,"2","2025-12-06T13:03:33.609680Z",4963,6.011,"Positive","2025-12-06T13:03:33.609680Z"
"Dorong Perubahan, Menteri Imipas Terima Penghargaan Transformational Leader dari LAN",2627,"2","2025-12-06T13:03:42.416642Z",4964,8.502,"Neutral","2025-12-06T13:03:42.416642Z"
"Waspada Potensi Banjir Rob Jakarta 4-6 Desember, Prediksi Puncak 5 Desember",2628,"2","2025-12-06T13:03:47.382105Z",4965,4.686,"Negative","2025-12-06T13:03:47.382105Z"
"Ada Cold Moon 4-5 Desember, Simak Prakiraan Pasang Laut BMKG",2629,"2","2025-12-06T13:03:55.327282Z",4966,7.666,"Neutral","2025-12-06T13:03:55.327282Z"
"Pesisir Sejahtera Lewat Karbon Biru",2630,"2","2025-12-06T13:04:03.669727Z",4967,8.066,"Positive","2025-12-06T13:04:03.669727Z"
"Korban Bencana Sumatera Tembus 807 Jiwa, Pemerintah Kerahkan Penanganan Nasional",2631,"2","2025-12-06T13:04:09.529213Z",4968,5.595,"Negative","2025-12-06T13:04:09.529213Z"
"MenPAN-RB Ajak Talenta Politeknik Kemenhub Jadi Penggerak Transformasi",2632,"2","2025-12-06T13:04:18.729786Z",4969,8.946,"Positive","2025-12-06T13:04:18.729786Z"
"Polda Kalsel-TNI-BPBD-BNNP Siaga Hadapi Bencana Cuaca Ekstrem",2633,"2","2025-12-06T13:04:28.700932Z",4970,9.72,"Positive","2025-12-06T13:04:28.700932Z"
"Wakapolri Tiba di Aceh Tamiang, Cek Kebutuhan Para Pengungsi",2634,"2","2025-12-06T13:04:33.967874Z",4971,5.015,"Positive","2025-12-06T13:04:33.967874Z"
"Kunjungi Sekolah Rakyat, Wamendagri Wiyagus Apresiasi Pendidikan Karakter",2635,"2","2025-12-06T13:04:44.523964Z",4972,10.275,"Neutral","2025-12-06T13:04:44.523964Z"
"Mendagri Apresiasi Kepala Daerah Sumbang Dana untuk Sumatera: Ini Solidaritas",2636,"2","2025-12-06T13:04:49.153463Z",4973,4.372,"Positive","2025-12-06T13:04:49.153463Z"
"Bima Arya Tekankan Pentingnya Aglomerasi untuk Megapolitan Jabodetabek",2637,"2","2025-12-06T13:04:54.854853Z",4974,5.449,"Neutral","2025-12-06T13:04:54.854853Z"
"Hujan-Angin Kencang Bikin Pohon Besar di Jl Muchtar Raya Depok Tumbang",2638,"2","2025-12-06T13:05:00.711084Z",4975,5.55,"Negative","2025-12-06T13:05:00.711084Z"
"Ritual Sesaji Iringi Doa untuk Korban Kebakaran Maut Apartemen Hong Kong",2639,"2","2025-12-06T13:05:12.283456Z",4976,11.319,"Negative","2025-12-06T13:05:12.283456Z"
"Video: Kondisi Minimarket di Tapteng Sumut Usai Dijarah Warga",2640,"2","2025-12-06T13:05:17.033216Z",4977,4.491,"Negative","2025-12-06T13:05:17.033216Z"
"Video: Akankah Musibah di Sumatera Jadi Bencana Nasional? Ini Kata Pratikno",2641,"2","2025-12-06T13:05:23.455760Z",4978,6.172,"Neutral","2025-12-06T13:05:23.455760Z"
"Negosiasi 5 Jam, AS-Rusia Gagal Berkompromi Soal Wilayah Ukraina",2642,"2","2025-12-06T13:05:27.896067Z",4979,4.184,"Neutral","2025-12-06T13:05:27.896067Z"
"5 Berita Terpopuler Internasional Hari Ini",2643,"2","2025-12-06T13:05:57.023098Z",4980,28.864,"Neutral","2025-12-06T13:05:57.023098Z"
"Video: Puluhan Ribu Hektare Hutan di Aceh, Sumut dan Sumbar Hilang",2644,"2","2025-12-06T13:06:02.520621Z",4981,5.225,"Negative","2025-12-06T13:06:02.520621Z"
"BMKG Imbau Waspada Puncak Musim Hujan",2645,"2","2025-12-06T13:06:09.967770Z",4982,7.173,"Neutral","2025-12-06T13:06:09.967770Z"
"Seskab Teddy: Kerusakan Lingkungan Memperparah Bencana Sumatera",2646,"2","2025-12-06T13:06:14.645602Z",4983,4.417,"Negative","2025-12-06T13:06:14.645602Z"
"Menteri LH Duga Gelondongan Kayu Terbawa Banjir Sumatera Sisa Buka Kebun Sawit",2647,"2","2025-12-06T13:06:22.270392Z",4984,7.259,"Negative","2025-12-06T13:06:22.270392Z"
"Taiwan Ungkap China Bikin Simulasi Serangan ke Kapal Perang Asing",2648,"2","2025-12-06T13:06:31.406822Z",4985,8.864,"Neutral","2025-12-06T13:06:31.406822Z"
"Ketua KPK Jamin Kasus Eks Dirut ASDP Sesuai Prosedur: Rehabilitasi Hal Berbeda",2649,"2","2025-12-06T13:06:41.705602Z",4986,9.811,"Neutral","2025-12-06T13:06:41.705602Z"
"Terekam CCTV, Maling HP di Ciracas Jaktim Diringkus Polisi",2650,"2","2025-12-06T13:06:46.940448Z",4987,4.952,"Negative","2025-12-06T13:06:46.940448Z"
"PELNI Salurkan Bantuan Darurat untuk Korban Banjir Bandang Sumut",2651,"2","2025-12-06T13:06:51.273795Z",4988,4.073,"Positive","2025-12-06T13:06:51.273795Z"
"3 Tokoh Penggerak Keadilan bagi Penyandang Disabilitas, Simak Profilnya!",2652,"2","2025-12-06T13:07:03.503472Z",4989,11.96,"Positive","2025-12-06T13:07:03.503472Z"
"Haul Guru Sekumpul Akhir Tahun, Polda Kalsel Dibantu Mabes Polri",2653,"2","2025-12-06T13:07:09.861250Z",4990,6.086,"Neutral","2025-12-06T13:07:09.861250Z"
"Doli Sebut Sejumlah Daerah di Sumatera Tak Sanggup Lagi Tangani Bencana",2654,"2","2025-12-06T13:07:18.655352Z",4991,8.529,"Negative","2025-12-06T13:07:18.655352Z"
"KPK Undang Prabowo Hadiri Puncak Hakordia 2025 di Yogyakarta 9 Desember",2655,"2","2025-12-06T13:07:24.837905Z",4992,5.915,"Neutral","2025-12-06T13:07:24.837905Z"
"Jelang 5 Rajab, Polda Kalsel Perkuat Pengamanan Haul Sekumpul",2656,"2","2025-12-06T13:07:30.372009Z",4993,5.284,"Neutral","2025-12-06T13:07:30.372009Z"
"Gus Yahya Nyatakan Masih Ketum PBNU, Bersiap Tempuh Jalur Hukum",2657,"2","2025-12-06T13:07:35.639694Z",4994,5.017,"Neutral","2025-12-06T13:07:35.639694Z"
"Khofifah Ajak Desa Ikut Sukseskan Program Strategis Nasional",2658,"2","2025-12-06T13:07:40.888674Z",4995,5.001,"Positive","2025-12-06T13:07:40.888674Z"
"Bamsoet Dilaporkan ke MKD Urusan Tingkat Kehadiran di Rapat DPR",2659,"2","2025-12-06T13:07:45.959070Z",4996,4.806,"Neutral","2025-12-06T13:07:45.959070Z"
"KPK Galang Donasi untuk Korban Bencana di Sumatera",2660,"2","2025-12-06T13:07:49.699288Z",4997,3.466,"Positive","2025-12-06T13:07:49.699288Z"
"Turun Gunung, Walkot Agung Pastikan Jalan di Pekanbaru Mulus",2661,"2","2025-12-06T13:07:59.100197Z",4998,9.125,"Positive","2025-12-06T13:07:59.100197Z"
"Israel Segera Izinkan Warga Gaza Pergi ke Mesir",2662,"2","2025-12-06T13:08:06.500902Z",4999,7.137,"Positive","2025-12-06T13:08:06.500902Z"
"Duka Warga Agam Mencari Istri yang Hilang di Tengah Bencana",2663,"2","2025-12-06T13:08:11.388233Z",5000,4.623,"Negative","2025-12-06T13:08:11.388233Z"
"Perkuat Diplomasi RI-Rusia, Menbud Resmikan 'The Bust of Leo Tolstoy'",2664,"2","2025-12-06T13:08:18.573873Z",5001,6.937,"Neutral","2025-12-06T13:08:18.573873Z"
"Kapolri Dikukuhkan sebagai Ketua Dewan Penasihat di Rapimnas KSPSI AGN 2025",2665,"2","2025-12-06T13:08:24.503763Z",5002,5.637,"Neutral","2025-12-06T13:08:24.503763Z"
"Menko PMK Minta Maaf Jika Ada Kekurangan Penanganan Bencana di Sumatera",2666,"2","2025-12-06T13:08:31.197170Z",5003,6.401,"Neutral","2025-12-06T13:08:31.197170Z"
"Polda Metro Tangkap 3 Pelaku Pemerasan Usai Korban Lapor Via 110",2667,"2","2025-12-06T13:08:39.363399Z",5004,7.916,"Negative","2025-12-06T13:08:39.363399Z"
"Jalan Radar Auri Depok Banjir Usai Hujan Deras, Sejumlah Motor-Mobil Mogok",2668,"2","2025-12-06T13:08:44.714863Z",5005,5.08,"Negative","2025-12-06T13:08:44.714863Z"
"S2P Kembangkan Kelompok Ternak di Desa Karangkandri Jadi Lebih Modern",2669,"2","2025-12-06T13:08:59.025211Z",5006,14.053,"Positive","2025-12-06T13:08:59.025211Z"
"PKB Jawab Golkar: Cak Imin Nggak Nyuruh, dari Dulu Serukan Tobat Ekologis",2670,"2","2025-12-06T13:09:04.632503Z",5007,5.34,"Neutral","2025-12-06T13:09:04.632503Z"
"Maling Hantam Warga Bogor Pakai Linggis hingga Luka-luka, Pelaku Diburu",2671,"2","2025-12-06T13:09:10.383701Z",5008,5.49,"Negative","2025-12-06T13:09:10.383701Z"
"Eks Sekda Buka-bukaan Usai Dicopot Walkot Cilegon",2672,"2","2025-12-06T13:09:15.461052Z",5009,4.827,"Neutral","2025-12-06T13:09:15.461052Z"
"Pemerintah Waspada Hujan Ekstrem Akhir Tahun, Siapkan Modifikasi Cuaca",2673,"2","2025-12-06T13:09:28.381462Z",5010,12.671,"Positive","2025-12-06T13:09:28.381462Z"
"Pohon Tumbang Timpa Mobil Imbas Hujan Deras-Angin Kencang di Depok",2674,"2","2025-12-06T13:09:32.630207Z",5011,4.0,"Negative","2025-12-06T13:09:32.630207Z"
"Kemensos Pastikan Bantuan Logistik Sudah Tiba di Aceh Tamiang",2675,"2","2025-12-06T13:09:37.444508Z",5012,4.559,"Positive","2025-12-06T13:09:37.444508Z"
"Menteri LH Sebut PT PMT Ditetapkan Tersangka Kasus Radioaktif Cs-137 Cikande",2676,"2","2025-12-06T13:09:47.338898Z",5013,9.642,"Negative","2025-12-06T13:09:47.338898Z"
"Presiden Prancis ke China, Redam Krisis Dagang Eropa-Beijing?",2677,"2","2025-12-06T13:09:55.870183Z",5014,8.118,"Neutral","2025-12-06T13:09:55.870183Z"
"Ada Supermoon 5 Desember 2025: Waktu dan Tips Pengamatan",2678,"2","2025-12-06T13:10:03.453769Z",5015,7.279,"Neutral","2025-12-06T13:10:03.453769Z"
"Kades soal Balita Dianiaya Ortu di Bogor: Kaki Patah-Kepala Dioperasi",2679,"2","2025-12-06T13:10:08.885020Z",5016,5.152,"Negative","2025-12-06T13:10:08.885020Z"
"Pemkab Lebak Bakal Gratiskan PBB Lahan Petani di Bawah 5.000 Meter Persegi",2680,"2","2025-12-06T13:10:19.335164Z",5017,10.194,"Neutral","2025-12-06T13:10:19.335164Z"
"Kata Mendagri soal Kabar Kepala Daerah Menyerah Tangani Bencana Sumatera",2681,"2","2025-12-06T13:10:24.509515Z",5018,4.922,"Neutral","2025-12-06T13:10:24.509515Z"
"22 Sekolah di Medan Masih Terdampak Banjir, Begini Kondisinya",2682,"2","2025-12-06T13:10:28.516232Z",5019,3.722,"Negative","2025-12-06T13:10:28.516232Z"
